Team,Pos.,Name,Captain,Status,Age,Caps,Goals,Club,Latest call-up,,Pos.,Player,Name,Captain,Status,Date of birth (age),Age,Caps,Goals,Club,Latest call-up
United States,DF,Noahkai Banks,,,19,0,0,FC Augsburg,"v.  Japan; September 9, 2025",United States,DF,Noahkai Banks,Noahkai Banks,,,"December 1, 2006 (age 19)",19,0,0,FC Augsburg,"v.  Japan; September 9, 2025"
United States,DF,Walker Zimmerman,,,32,46,3,Toronto FC,2025 CONCACAF Gold Cup,United States,DF,Walker Zimmerman,Walker Zimmerman,,,"May 19, 1993 (age 32)",32,46,3,Toronto FC,2025 CONCACAF Gold Cup
United States,DF,Shaq Moore,,,29,21,1,FC Dallas,2025 CONCACAF Gold Cup PRE,United States,DF,Shaq Moore,Shaq Moore,,,"November 2, 1996 (age 29)",29,21,1,FC Dallas,2025 CONCACAF Gold Cup PRE
United States,DF,Kristoffer Lund,,,23,7,0,FC Köln,2025 CONCACAF Gold Cup PRE,United States,DF,Kristoffer Lund,Kristoffer Lund,,,"May 14, 2002 (age 23)",23,7,0,FC Köln,2025 CONCACAF Gold Cup PRE
United States,DF,Caleb Wiley,,,21,3,0,Watford,2025 CONCACAF Gold Cup PRE,United States,DF,Caleb Wiley,Caleb Wiley,,,"December 22, 2004 (age 21)",21,3,0,Watford,2025 CONCACAF Gold Cup PRE
United States,DF,Marlon Fossey,,,27,2,0,Standard Liège,2025 CONCACAF Gold Cup PRE,United States,DF,Marlon Fossey,Marlon Fossey,,,"November 9, 1998 (age 27)",27,2,0,Standard Liège,2025 CONCACAF Gold Cup PRE
United States,DF,George Campbell,,,24,1,0,West Bromwich Albion,2025 CONCACAF Gold Cup PRE,United States,DF,George Campbell,George Campbell,,,"June 22, 2001 (age 24)",24,1,0,West Bromwich Albion,2025 CONCACAF Gold Cup PRE
United States,DF,DeJuan Jones,,,28,10,0,San Jose Earthquakes,"v.  Turkey; June 7, 2025 INJ",United States,DF,DeJuan Jones,DeJuan Jones,,,"June 24, 1997 (age 28)",28,10,0,San Jose Earthquakes,"v.  Turkey; June 7, 2025 INJ"
United States,MF,Johnny Cardoso,,,24,23,0,Atlético Madrid,"v.  Belgium; March 28, 2026",United States,MF,Johnny Cardoso,Johnny Cardoso,,,"September 20, 2001 (age 24)",24,23,0,Atlético Madrid,"v.  Belgium; March 28, 2026"
United States,MF,Timothy Tillman,,,27,3,0,Los Angeles FC,"v.  Uruguay; November 18, 2025",United States,MF,Timothy Tillman,Timothy Tillman,,,"January 4, 1999 (age 27)",27,3,0,Los Angeles FC,"v.  Uruguay; November 18, 2025"
United States,MF,Tyler Adams,,,27,52,2,Bournemouth,"v.  Paraguay; November 15, 2025 INJ",United States,MF,Tyler Adams,Tyler Adams,,,"February 14, 1999 (age 27)",27,52,2,Bournemouth,"v.  Paraguay; November 15, 2025 INJ"
United States,MF,Sean Zawadzki,,,26,1,0,Columbus Crew,"v.  Paraguay; November 15, 2025 INJ",United States,MF,Sean Zawadzki,Sean Zawadzki,,,"April 21, 2000 (age 26)",26,1,0,Columbus Crew,"v.  Paraguay; November 15, 2025 INJ"
United States,MF,James Sands,,,25,14,0,FC St. Pauli,"v.  Australia; October 14, 2025",United States,MF,James Sands,James Sands,,,"July 6, 2000 (age 25)",25,14,0,FC St. Pauli,"v.  Australia; October 14, 2025"
United States,MF,Luca de la Torre,,,27,32,1,Charlotte FC,"v.  Japan; September 9, 2025",United States,MF,Luca de la Torre,Luca de la Torre,,,"May 23, 1998 (age 27)",27,32,1,Charlotte FC,"v.  Japan; September 9, 2025"
United States,MF,Jack McGlynn,,,22,13,2,Houston Dynamo,"v.  Japan; September 9, 2025",United States,MF,Jack McGlynn,Jack McGlynn,,,"July 7, 2003 (age 22)",22,13,2,Houston Dynamo,"v.  Japan; September 9, 2025"
United States,MF,Quinn Sullivan,,,22,3,0,Philadelphia Union,2025 CONCACAF Gold Cup,United States,MF,Quinn Sullivan,Quinn Sullivan,,,"March 27, 2004 (age 22)",22,3,0,Philadelphia Union,2025 CONCACAF Gold Cup
United States,MF,Gianluca Busio,,,23,17,1,Venezia,2025 CONCACAF Gold Cup PRE,United States,MF,Gianluca Busio,Gianluca Busio,,,"May 28, 2002 (age 23)",23,17,1,Venezia,2025 CONCACAF Gold Cup PRE
United States,MF,Djordje Mihailovic,,,27,11,3,Toronto FC,2025 CONCACAF Gold Cup PRE,United States,MF,Djordje Mihailovic,Djordje Mihailovic,,,"November 10, 1998 (age 27)",27,11,3,Toronto FC,2025 CONCACAF Gold Cup PRE
United States,MF,Emeka Eneli,,,26,2,0,Real Salt Lake,2025 CONCACAF Gold Cup PRE,United States,MF,Emeka Eneli,Emeka Eneli,,,"October 18, 1999 (age 26)",26,2,0,Real Salt Lake,2025 CONCACAF Gold Cup PRE
United States,MF,Richard Ledezma,,,25,1,0,Guadalajara,2025 CONCACAF Gold Cup PRE NE,United States,MF,Richard Ledezma,Richard Ledezma,,,"June 9, 2000 (age 25)",25,1,0,Guadalajara,2025 CONCACAF Gold Cup PRE NE
United States,MF,Maximilian Dietz,,,24,0,0,Greuther Fürth,2025 CONCACAF Gold Cup PRE,United States,MF,Maximilian Dietz,Maximilian Dietz,,,"February 9, 2002 (age 24)",24,0,0,Greuther Fürth,2025 CONCACAF Gold Cup PRE
United States,FW,Haji Wright,,,28,20,7,Coventry City,"v.  Uruguay; November 18, 2025",United States,FW,Haji Wright,Haji Wright,,,"March 27, 1998 (age 28)",28,20,7,Coventry City,"v.  Uruguay; November 18, 2025"
United States,FW,Diego Luna,,,22,18,4,Real Salt Lake,"v.  Uruguay; November 18, 2025",United States,FW,Diego Luna,Diego Luna,,,"September 7, 2003 (age 22)",22,18,4,Real Salt Lake,"v.  Uruguay; November 18, 2025"
United States,FW,Alejandro Zendejas,,,28,13,2,América,"v.  Ecuador; October 10, 2025 INJ",United States,FW,Alejandro Zendejas,Alejandro Zendejas,,,"February 7, 1998 (age 28)",28,13,2,América,"v.  Ecuador; October 10, 2025 INJ"
United States,FW,Josh Sargent,,,26,29,5,Toronto FC,"v.  Japan; September 9, 2025",United States,FW,Josh Sargent,Josh Sargent,,,"February 20, 2000 (age 26)",26,29,5,Toronto FC,"v.  Japan; September 9, 2025"
United States,FW,Damion Downs,,,21,6,0,Southampton,"v.  Japan; September 9, 2025",United States,FW,Damion Downs,Damion Downs,,,"July 6, 2004 (age 21)",21,6,0,Southampton,"v.  Japan; September 9, 2025"
United States,FW,Brian White,,,30,8,1,Vancouver Whitecaps,2025 CONCACAF Gold Cup,United States,FW,Brian White,Brian White,,,"February 3, 1996 (age 30)",30,8,1,Vancouver Whitecaps,2025 CONCACAF Gold Cup
United States,FW,Paxten Aaronson,,,22,4,0,Colorado Rapids,2025 CONCACAF Gold Cup,United States,FW,Paxten Aaronson,Paxten Aaronson,,,"August 26, 2003 (age 22)",22,4,0,Colorado Rapids,2025 CONCACAF Gold Cup
United States,FW,Yunus Musah,,,23,47,1,Atalanta,2025 CONCACAF Gold Cup PRE,United States,FW,Yunus Musah,Yunus Musah,,,"November 29, 2002 (age 23)",23,47,1,Atalanta,2025 CONCACAF Gold Cup PRE
United States,FW,Brandon Vázquez,,,27,11,4,Austin FC,2025 CONCACAF Gold Cup PRE,United States,FW,Brandon Vázquez,Brandon Vázquez,,,"October 14, 1998 (age 27)",27,11,4,Austin FC,2025 CONCACAF Gold Cup PRE
United States,FW,Caden Clark,,,22,2,1,D.C. United,2025 CONCACAF Gold Cup PRE,United States,FW,Caden Clark,Caden Clark,,,"May 27, 2003 (age 22)",22,2,1,D.C. United,2025 CONCACAF Gold Cup PRE
United States,FW,Matko Miljevic,,,24,2,1,Huracán,2025 CONCACAF Gold Cup PRE,United States,FW,Matko Miljevic,Matko Miljevic,,,"May 9, 2001 (age 24)",24,2,1,Huracán,2025 CONCACAF Gold Cup PRE
United States,FW,Brian Gutiérrez,,,22,2,0,Guadalajara,2025 CONCACAF Gold Cup PRE,United States,FW,Brian Gutiérrez,Brian Gutiérrez,,,"June 17, 2003 (age 22)",22,2,0,Guadalajara,2025 CONCACAF Gold Cup PRE
United States,FW,Griffin Yow,,,23,0,0,New England Revolution,2025 CONCACAF Gold Cup PRE,United States,FW,Griffin Yow,Griffin Yow,,,"September 25, 2002 (age 23)",23,0,0,New England Revolution,2025 CONCACAF Gold Cup PRE
Paraguay,GK,Aldo Pérez,,,25,0,0,Guaraní,"v.  Mexico, 18 November 2025",Paraguay,GK,Aldo Pérez,Aldo Pérez,,,3 November 2000 (age 25),25,0,0,Guaraní,"v.  Mexico, 18 November 2025"
Paraguay,GK,Juan Espínola,,,31,1,0,Barracas Central,"v.  South Korea, 14 October 2025",Paraguay,GK,Juan Espínola,Juan Espínola,,,2 November 1994 (age 31),31,1,0,Barracas Central,"v.  South Korea, 14 October 2025"
Paraguay,GK,Carlos Coronel,,,29,9,0,São Paulo,"v.  Peru, 9 September 2025",Paraguay,GK,Carlos Coronel,Carlos Coronel,,,29 December 1996 (age 29),29,9,0,São Paulo,"v.  Peru, 9 September 2025"
Paraguay,DF,Blas Riveros,,,28,15,0,Cerro Porteño,"v.  Mexico, 18 November 2025",Paraguay,DF,Blas Riveros,Blas Riveros,,,3 February 1998 (age 28),28,15,0,Cerro Porteño,"v.  Mexico, 18 November 2025"
Paraguay,DF,Agustín Sández,,,25,5,0,Rosario Central,"v.  Mexico, 18 November 2025",Paraguay,DF,Agustín Sández,Agustín Sández,,,16 January 2001 (age 25),25,5,0,Rosario Central,"v.  Mexico, 18 November 2025"
Paraguay,DF,Alexis Duarte,,,26,1,0,Libertad,"v.  Mexico, 18 November 2025",Paraguay,DF,Alexis Duarte,Alexis Duarte,,,12 March 2000 (age 26),26,1,0,Libertad,"v.  Mexico, 18 November 2025"
Paraguay,DF,Ronaldo Dejesús,,,25,0,0,Lanús,"v.  Brazil, 10 June 2025",Paraguay,DF,Ronaldo Dejesús,Ronaldo Dejesús,,,21 April 2001 (age 25),25,0,0,Lanús,"v.  Brazil, 10 June 2025"
Paraguay,MF,Alejandro Romero Gamarra,,,31,32,5,Al Ain,"v.  Greece, 27 March 2026 WD",Paraguay,MF,Alejandro Romero Gamarra,Alejandro Romero Gamarra,,,11 January 1995 (age 31),31,32,5,Al Ain,"v.  Greece, 27 March 2026 WD"
Paraguay,MF,Andrés Cubas,,,29,32,0,Vancouver Whitecaps,"v.  Greece, 27 March 2026 INJ",Paraguay,MF,Andrés Cubas,Andrés Cubas,,,22 May 1996 (age 29),29,32,0,Vancouver Whitecaps,"v.  Greece, 27 March 2026 INJ"
Paraguay,MF,Diego González,,,23,4,0,Atlas,"v.  Mexico, 18 November 2025",Paraguay,MF,Diego González,Diego González,,,7 January 2003 (age 23),23,4,0,Atlas,"v.  Mexico, 18 November 2025"
Paraguay,MF,Hugo Cuenca,,,21,3,0,Burgos,"v.  Mexico, 18 November 2025",Paraguay,MF,Hugo Cuenca,Hugo Cuenca,,,8 January 2005 (age 21),21,3,0,Burgos,"v.  Mexico, 18 November 2025"
Paraguay,MF,Diego León,,,19,1,0,Manchester United,"v.  Mexico, 18 November 2025",Paraguay,MF,Diego León,Diego León,,,3 April 2007 (age 19),19,1,0,Manchester United,"v.  Mexico, 18 November 2025"
Paraguay,MF,Mathías Villasanti,,,29,51,0,Grêmio,"v.  Brazil, 10 June 2025",Paraguay,MF,Mathías Villasanti,Mathías Villasanti,,,24 January 1997 (age 29),29,51,0,Grêmio,"v.  Brazil, 10 June 2025"
Paraguay,MF,Rubén Lezcano,,,22,0,0,Olimpia,"v.  Brazil, 10 June 2025",Paraguay,MF,Rubén Lezcano,Rubén Lezcano,,,9 February 2004 (age 22),22,0,0,Olimpia,"v.  Brazil, 10 June 2025"
Paraguay,FW,Ronaldo Martínez,,,30,4,0,Talleres,"v.  Mexico, 18 November 2025",Paraguay,FW,Ronaldo Martínez,Ronaldo Martínez,,,25 April 1996 (age 30),30,4,0,Talleres,"v.  Mexico, 18 November 2025"
Paraguay,FW,Ángel Romero,,,33,51,8,Boca Juniors,"v.  South Korea, 14 October 2025",Paraguay,FW,Ángel Romero,Ángel Romero,,,4 July 1992 (age 33),33,51,8,Boca Juniors,"v.  South Korea, 14 October 2025"
Paraguay,FW,Adrián Alcaraz,,,26,0,0,Olimpia,"v.  Peru, 9 September 2025",Paraguay,FW,Adrián Alcaraz,Adrián Alcaraz,,,28 September 1999 (age 26),26,0,0,Olimpia,"v.  Peru, 9 September 2025"
Paraguay,FW,Rodney Redes,,,26,0,0,LDU Quito,"v.  Peru, 9 September 2025",Paraguay,FW,Rodney Redes,Rodney Redes,,,22 February 2000 (age 26),26,0,0,LDU Quito,"v.  Peru, 9 September 2025"
Paraguay,FW,Isidro Pitta,,,26,5,0,Red Bull Bragantino,"v.  Brazil, 10 June 2025",Paraguay,FW,Isidro Pitta,Isidro Pitta,,,14 August 1999 (age 26),26,5,0,Red Bull Bragantino,"v.  Brazil, 10 June 2025"
Australia,GK,Joe Gauci,,,25,8,0,Port Vale,"v.  United States, 14 October 2025",Australia,GK,Joe Gauci,Joe Gauci,,,4 July 2000 (age 25),25,8,0,Port Vale,"v.  United States, 14 October 2025"
Australia,GK,Tom Glover,,,28,0,0,RB Omiya Ardija,"Soccer Ashes, 9 September 2025",Australia,GK,Tom Glover,Tom Glover,,,24 December 1997 (age 28),28,0,0,RB Omiya Ardija,"Soccer Ashes, 9 September 2025"
Australia,DF,Fran Karačić,,,29,15,1,Osijek,"v.  Cameroon, 27 March 2026 INJ",Australia,DF,Fran Karačić,Fran Karačić,,,12 May 1996 (age 29),29,15,1,Osijek,"v.  Cameroon, 27 March 2026 INJ"
Australia,DF,Lewis Miller,,,25,19,1,Blackburn Rovers,"v.  Colombia, 18 November 2025",Australia,DF,Lewis Miller,Lewis Miller,,,24 August 2000 (age 25),25,19,1,Blackburn Rovers,"v.  Colombia, 18 November 2025"
Australia,DF,Callum Elder,,,31,3,0,Derby County,"v.  Colombia, 18 November 2025",Australia,DF,Callum Elder,Callum Elder,,,27 January 1995 (age 31),31,3,0,Derby County,"v.  Colombia, 18 November 2025"
Australia,DF,Jack Iredale,,,29,0,0,Hibernian,"v.  Colombia, 18 November 2025",Australia,DF,Jack Iredale,Jack Iredale,,,2 May 1996 (age 29),29,0,0,Hibernian,"v.  Colombia, 18 November 2025"
Australia,DF,James Overy,,,18,0,0,Manchester United U18,"v.  Colombia, 18 November 2025",Australia,DF,James Overy,James Overy,,,9 November 2007 (age 18),18,0,0,Manchester United U18,"v.  Colombia, 18 November 2025"
Australia,DF,Hayden Matthews,,,21,1,0,Portsmouth,"v.  United States, 14 October 2025",Australia,DF,Hayden Matthews,Hayden Matthews,,,19 June 2004 (age 21),21,1,0,Portsmouth,"v.  United States, 14 October 2025"
Australia,DF,Kasey Bos,,,21,0,0,Mainz 05,"v.  Saudi Arabia, 10 June 2025",Australia,DF,Kasey Bos,Kasey Bos,,,8 May 2004 (age 21),21,0,0,Mainz 05,"v.  Saudi Arabia, 10 June 2025"
Australia,DF,Jason Davidson,,,34,23,1,Melbourne Victory,"Abu Dhabi Training Camp, 16 May 2025",Australia,DF,Jason Davidson,Jason Davidson,,,29 June 1991 (age 34),34,23,1,Melbourne Victory,"Abu Dhabi Training Camp, 16 May 2025"
Australia,DF,Alex Gersbach,,,28,6,0,Western Sydney Wanderers,"Abu Dhabi Training Camp, 16 May 2025",Australia,DF,Alex Gersbach,Alex Gersbach,,,8 May 1997 (age 28),28,6,0,Western Sydney Wanderers,"Abu Dhabi Training Camp, 16 May 2025"
Australia,DF,Ryan Strain,,,29,6,0,Dundee United,"Abu Dhabi Training Camp, 16 May 2025 INJ",Australia,DF,Ryan Strain,Ryan Strain,,,2 April 1997 (age 29),29,6,0,Dundee United,"Abu Dhabi Training Camp, 16 May 2025 INJ"
Australia,DF,Alex Bonetig,,,23,0,0,Portland Timbers,"Abu Dhabi Training Camp, 16 May 2025",Australia,DF,Alex Bonetig,Alex Bonetig,,,20 August 2002 (age 23),23,0,0,Portland Timbers,"Abu Dhabi Training Camp, 16 May 2025"
Australia,DF,Sebastian Esposito,,,21,0,0,Melbourne Victory,"Abu Dhabi Training Camp, 16 May 2025",Australia,DF,Sebastian Esposito,Sebastian Esposito,,,21 April 2005 (age 21),21,0,0,Melbourne Victory,"Abu Dhabi Training Camp, 16 May 2025"
Australia,MF,Jackson Irvine,,,33,80,14,FC St. Pauli,"v.  Colombia, 18 November 2025",Australia,MF,Jackson Irvine,Jackson Irvine,,,7 March 1993 (age 33),33,80,14,FC St. Pauli,"v.  Colombia, 18 November 2025"
Australia,MF,Max Balard,,,25,5,1,NAC Breda,"v.  Colombia, 18 November 2025",Australia,MF,Max Balard,Max Balard,,,20 November 2000 (age 25),25,5,1,NAC Breda,"v.  Colombia, 18 November 2025"
Australia,MF,Cameron Devlin,,,27,4,0,Heart of Midlothian,"v.  Colombia, 18 November 2025",Australia,MF,Cameron Devlin,Cameron Devlin,,,7 June 1998 (age 27),27,4,0,Heart of Midlothian,"v.  Colombia, 18 November 2025"
Australia,MF,Ryan Teague,,,24,4,0,Melbourne City,"Soccer Ashes, 9 September 2025",Australia,MF,Ryan Teague,Ryan Teague,,,24 January 2002 (age 24),24,4,0,Melbourne City,"Soccer Ashes, 9 September 2025"
Australia,MF,Anthony Kalik,,,28,0,0,Hajduk Split,"Soccer Ashes, 9 September 2025",Australia,MF,Anthony Kalik,Anthony Kalik,,,5 November 1997 (age 28),28,0,0,Hajduk Split,"Soccer Ashes, 9 September 2025"
Australia,MF,Anthony Caceres,,,33,4,0,Macarthur FC,"v.  Saudi Arabia, 10 June 2025",Australia,MF,Anthony Caceres,Anthony Caceres,,,29 September 1992 (age 33),33,4,0,Macarthur FC,"v.  Saudi Arabia, 10 June 2025"
Australia,MF,Keanu Baccus,,,27,21,1,St Mirren,"Abu Dhabi Training Camp, 16 May 2025",Australia,MF,Keanu Baccus,Keanu Baccus,,,7 June 1998 (age 27),27,21,1,St Mirren,"Abu Dhabi Training Camp, 16 May 2025"
Australia,FW,Craig Goodwin,,,34,32,7,Adelaide United,"v.  Colombia, 18 November 2025",Australia,FW,Craig Goodwin,Craig Goodwin,,,16 December 1991 (age 34),34,32,7,Adelaide United,"v.  Colombia, 18 November 2025"
Australia,FW,Mohamed Touré,,,22,8,2,Norwich City,"v.  Colombia, 18 November 2025",Australia,FW,Mohamed Touré,Mohamed Touré,,,26 March 2004 (age 22),22,8,2,Norwich City,"v.  Colombia, 18 November 2025"
Australia,FW,Nicholas D'Agostino,,,28,4,0,Brisbane Roar,"v.  Colombia, 18 November 2025",Australia,FW,Nicholas D'Agostino,Nicholas D'Agostino,,,25 February 1998 (age 28),28,4,0,Brisbane Roar,"v.  Colombia, 18 November 2025"
Australia,FW,Al Hassan Touré,,,25,1,0,Sydney FC,"v.  Colombia, 18 November 2025",Australia,FW,Al Hassan Touré,Al Hassan Touré,,,30 May 2000 (age 25),25,1,0,Sydney FC,"v.  Colombia, 18 November 2025"
Australia,FW,Mitch Duke,,,35,50,13,Macarthur FC,"v.  United States, 14 October 2025",Australia,FW,Mitch Duke,Mitch Duke,,,18 January 1991 (age 35),35,50,13,Macarthur FC,"v.  United States, 14 October 2025"
Australia,FW,Daniel Arzani,,,27,11,1,Melbourne City,"v.  United States, 14 October 2025",Australia,FW,Daniel Arzani,Daniel Arzani,,,4 January 1999 (age 27),27,11,1,Melbourne City,"v.  United States, 14 October 2025"
Australia,FW,Samuel Silvera,,,25,8,0,Middlesbrough,"Soccer Ashes, 9 September 2025",Australia,FW,Samuel Silvera,Samuel Silvera,,,25 October 2000 (age 25),25,8,0,Middlesbrough,"Soccer Ashes, 9 September 2025"
Australia,FW,Nicolas Milanović,,,24,2,0,Aberdeen,"Soccer Ashes, 9 September 2025",Australia,FW,Nicolas Milanović,Nicolas Milanović,,,14 November 2001 (age 24),24,2,0,Aberdeen,"Soccer Ashes, 9 September 2025"
Australia,FW,Noah Botić,,,24,0,0,Austria Wien,"Soccer Ashes, 9 September 2025",Australia,FW,Noah Botić,Noah Botić,,,11 January 2002 (age 24),24,0,0,Austria Wien,"Soccer Ashes, 9 September 2025"
Australia,FW,Adrian Segečić,,,21,0,0,Portsmouth,"Soccer Ashes, 9 September 2025",Australia,FW,Adrian Segečić,Adrian Segečić,,,1 June 2004 (age 21),21,0,0,Portsmouth,"Soccer Ashes, 9 September 2025"
Australia,FW,Adam Taggart,,,32,21,7,Perth Glory,"v.  Saudi Arabia, 10 June 2025",Australia,FW,Adam Taggart,Adam Taggart,,,2 June 1993 (age 32),32,21,7,Perth Glory,"v.  Saudi Arabia, 10 June 2025"
Australia,FW,Brandon Borrello,,,30,16,2,Western Sydney Wanderers,"v.  Saudi Arabia, 10 June 2025",Australia,FW,Brandon Borrello,Brandon Borrello,,,25 July 1995 (age 30),30,16,2,Western Sydney Wanderers,"v.  Saudi Arabia, 10 June 2025"
Australia,FW,Marco Tilio,,,24,10,0,Rapid Wien,"v.  Saudi Arabia, 10 June 2025",Australia,FW,Marco Tilio,Marco Tilio,,,23 August 2001 (age 24),24,10,0,Rapid Wien,"v.  Saudi Arabia, 10 June 2025"
Australia,FW,Kusini Yengi,,,27,11,6,Cerezo Osaka,"Abu Dhabi Training Camp, 16 May 2025",Australia,FW,Kusini Yengi,Kusini Yengi,,,15 January 1999 (age 27),27,11,6,Cerezo Osaka,"Abu Dhabi Training Camp, 16 May 2025"
Turkey,GK,Berke Özer,,,25,2,0,Lille,"v.  Georgia, 14 October 2025",Turkey,GK,Berke Özer,Berke Özer,,,25 May 2000 (age 25),25,2,0,Lille,"v.  Georgia, 14 October 2025"
Turkey,DF,Yasin Özcan,,,20,1,0,Beşiktaş,"v.  Romania, 26 March 2026 TRA",Turkey,DF,Yasin Özcan,Yasin Özcan,,,20 April 2006 (age 20),20,1,0,Beşiktaş,"v.  Romania, 26 March 2026 TRA"
Turkey,DF,Yiğit Demir,,,21,0,0,Fenerbahçe,"v.  Romania, 26 March 2026 TRA",Turkey,DF,Yiğit Demir,Yiğit Demir,,,2 August 2004 (age 21),21,0,0,Fenerbahçe,"v.  Romania, 26 March 2026 TRA"
Turkey,DF,Hamza Güreler,,,20,0,0,Başakşehir,"v.  Romania, 26 March 2026 TRA",Turkey,DF,Hamza Güreler,Hamza Güreler,,,10 April 2006 (age 20),20,0,0,Başakşehir,"v.  Romania, 26 March 2026 TRA"
Turkey,DF,Çağlar Söyüncü,fourth captain,,29,59,2,Fenerbahçe,"v.  Spain, 18 November 2025",Turkey,DF,Çağlar Söyüncü (fourth captain),Çağlar Söyüncü,fourth captain,,23 May 1996 (age 29),29,59,2,Fenerbahçe,"v.  Spain, 18 November 2025"
Turkey,DF,Yusuf Akçiçek,,,20,3,0,Al-Hilal,"v.  Spain, 18 November 2025",Turkey,DF,Yusuf Akçiçek,Yusuf Akçiçek,,,25 January 2006 (age 20),20,3,0,Al-Hilal,"v.  Spain, 18 November 2025"
Turkey,DF,Emirhan Topçu,,,25,2,0,Beşiktaş,"v.  Spain, 18 November 2025",Turkey,DF,Emirhan Topçu,Emirhan Topçu,,,11 October 2000 (age 25),25,2,0,Beşiktaş,"v.  Spain, 18 November 2025"
Turkey,DF,Ayberk Karapo,,,21,0,0,Manisa,"v.  Bulgaria, 15 November 2025 TRA",Turkey,DF,Ayberk Karapo,Ayberk Karapo,,,21 July 2004 (age 21),21,0,0,Manisa,"v.  Bulgaria, 15 November 2025 TRA"
Turkey,MF,Eyüp Aydın,,,20,0,0,Kasımpaşa,"v.  Romania, 26 March 2026 TRA",Turkey,MF,Eyüp Aydın,Eyüp Aydın,,,2 August 2005 (age 20),20,0,0,Kasımpaşa,"v.  Romania, 26 March 2026 TRA"
Turkey,MF,Baran Gezek,,,20,0,0,Eyüpspor,"v.  Romania, 26 March 2026 TRA",Turkey,MF,Baran Gezek,Baran Gezek,,,26 August 2005 (age 20),20,0,0,Eyüpspor,"v.  Romania, 26 March 2026 TRA"
Turkey,MF,Barış Kalaycı,,,20,0,0,Fatih Karagümrük,"v.  Romania, 26 March 2026 TRA",Turkey,MF,Barış Kalaycı,Barış Kalaycı,,,30 August 2005 (age 20),20,0,0,Fatih Karagümrük,"v.  Romania, 26 March 2026 TRA"
Turkey,MF,İsak Vural,,,19,0,0,Pisa,"v.  Spain, 18 November 2025",Turkey,MF,İsak Vural,İsak Vural,,,28 May 2006 (age 19),19,0,0,Pisa,"v.  Spain, 18 November 2025"
Turkey,MF,Demir Ege Tıknaz,,,21,1,0,Beşiktaş,"v.  Spain, 7 September 2025",Turkey,MF,Demir Ege Tıknaz,Demir Ege Tıknaz,,,17 August 2004 (age 21),21,1,0,Beşiktaş,"v.  Spain, 7 September 2025"
Turkey,MF,Okay Yokuşlu,,,32,47,1,Trabzonspor,"v.  Mexico, 10 June 2025",Turkey,MF,Okay Yokuşlu,Okay Yokuşlu,,,9 March 1994 (age 32),32,47,1,Trabzonspor,"v.  Mexico, 10 June 2025"
Turkey,FW,Yusuf Sarı,,,27,6,1,Başakşehir,"v.  Spain, 18 November 2025",Turkey,FW,Yusuf Sarı,Yusuf Sarı,,,20 November 1998 (age 27),27,6,1,Başakşehir,"v.  Spain, 18 November 2025"
Turkey,FW,Ahmed Kutucu,,,26,4,0,Galatasaray,"v.  Spain, 18 November 2025",Turkey,FW,Ahmed Kutucu,Ahmed Kutucu,,,1 March 2000 (age 26),26,4,0,Galatasaray,"v.  Spain, 18 November 2025"
Turkey,FW,Can Uzun,,,20,4,0,Eintracht Frankfurt,"v.  Georgia, 14 October 2025 INJ",Turkey,FW,Can Uzun,Can Uzun,,,11 November 2005 (age 20),20,4,0,Eintracht Frankfurt,"v.  Georgia, 14 October 2025 INJ"
Turkey,FW,Mustafa Hekimoğlu,,,19,0,0,Beşiktaş,"v.  Mexico, 10 June 2025",Turkey,FW,Mustafa Hekimoğlu,Mustafa Hekimoğlu,,,22 April 2007 (age 19),19,0,0,Beşiktaş,"v.  Mexico, 10 June 2025"
Turkey,FW,Aral Şimşir,,,23,0,0,Midtjylland,"v.  Romania, 26 March 2026",Turkey,FW,Aral Şimşir,Aral Şimşir,,,19 June 2002 (age 23),23,0,0,Midtjylland,"v.  Romania, 26 March 2026"
Germany,GK,Jonas Urbig,,,22,0,0,Bayern Munich,"v.  Switzerland, 27 March 2026",Germany,GK,Jonas Urbig,Jonas Urbig,,,8 August 2003 (age 22),22,0,0,Bayern Munich,"v.  Switzerland, 27 March 2026"
Germany,GK,Noah Atubolu,,,23,0,0,SC Freiburg,"v.  Slovakia, 17 November 2025",Germany,GK,Noah Atubolu,Noah Atubolu,,,25 May 2002 (age 23),23,0,0,SC Freiburg,"v.  Slovakia, 17 November 2025"
Germany,GK,Marc-André ter Stegen,,,33,44,0,Girona,2025 UEFA Nations League Finals,Germany,GK,Marc-André ter Stegen,Marc-André ter Stegen,,,30 April 1992 (age 33),33,44,0,Girona,2025 UEFA Nations League Finals
Germany,DF,Ridle Baku,,,28,8,2,RB Leipzig,"v.  Slovakia, 17 November 2025",Germany,DF,Ridle Baku,Ridle Baku,,,8 April 1998 (age 28),28,8,2,RB Leipzig,"v.  Slovakia, 17 November 2025"
Germany,DF,Robert Andrich,,,31,19,0,Bayer Leverkusen,"v.  Northern Ireland, 13 October 2025",Germany,DF,Robert Andrich,Robert Andrich,,,22 September 1994 (age 31),31,19,0,Bayer Leverkusen,"v.  Northern Ireland, 13 October 2025"
Germany,DF,Robin Koch,,,29,15,0,Eintracht Frankfurt,"v.  Northern Ireland, 13 October 2025",Germany,DF,Robin Koch,Robin Koch,,,17 July 1996 (age 29),29,15,0,Eintracht Frankfurt,"v.  Northern Ireland, 13 October 2025"
